coin,short_venue,long_venue,iv_short,iv_long,overlap_days,apr_90d,apr_30d,apr_14d,pos_day_frac,persist_3bps,persist_10bps,persist_25bps,cond1_pos,cond7_pos,n_episodes,med_ep_days,max_ep_days,med_ep_slope_apr_day,trend_apr_pts_day,trend7_apr_pts_day,max_dd_notional,daily_std,live_gross_apr,cost_roundtrip,net_apr_14d_hold,net_apr_30d_hold,net_apr_ep_hold,flag
MORPHO,dydx,binance,1.0,4.0,41.583333,-0.001747,-0.008214,-0.019129,0.395349,0.0,0.0,0.0,0.764706,0.411765,4,6,9,-0.000162,-0.001241,-0.001149,0.001363,7.6e-05,0.005847,0.002,-0.05389,-0.02608,-0.123414,GEN
MORPHO,hl,binance,1.0,4.0,89.875,-0.006528,0.05896,0.176602,0.593407,0.065934,0.032967,0.0,0.833333,0.592593,9,3,18,0.000624,0.001352,0.001154,0.011622,0.000524,0.115347,0.0019,-0.056063,-0.029644,-0.237694,GEN
MORPHO,bitget,bybit,4.0,4.0,89.875,0.018081,0.015795,0.013697,0.626374,0.010989,0.0,0.0,0.754386,0.578947,14,4,12,0.000999,4e-05,3.6e-05,0.000225,7.8e-05,0.378279,0.0023,-0.041883,-0.009902,-0.191794,GEN
MORPHO,bitget,dydx,4.0,1.0,41.583333,0.001148,0.007371,0.021561,0.581395,0.0,0.0,0.0,0.84,0.6,4,3,18,-0.000456,0.001265,0.001069,0.001528,8e-05,0.1095,0.0022,-0.056209,-0.025619,-0.266519,GEN
MORPHO,bitget,hl,4.0,1.0,89.875,0.00257,-0.059802,-0.17417,0.384615,0.197802,0.054945,0.0,0.742857,0.485714,9,3,11,0.003909,-0.001209,-0.001032,0.009221,0.000524,0.0,0.0021,-0.05218,-0.02298,-0.25293,GEN
MORPHO,dydx,bybit,1.0,4.0,41.583333,0.02169,0.008424,-0.007864,0.581395,0.069767,0.0,0.0,0.8,0.44,5,4,12,0.000481,-0.002093,-0.001934,0.00112,0.00014,0.268779,0.0021,-0.03306,-0.00386,-0.169935,GEN
MORPHO,hl,bybit,1.0,4.0,89.875,0.015512,0.075597,0.187867,0.637363,0.153846,0.032967,0.0,0.810345,0.62069,11,2,20,1.5e-05,0.00125,0.001068,0.009537,0.000489,0.378279,0.002,-0.036631,-0.008822,-0.349488,GEN
MORPHO,hl,dydx,1.0,1.0,41.666667,-0.016819,0.067478,0.196383,0.581395,0.372093,0.069767,0.0,0.84,0.6,4,10,13,0.002102,0.013649,0.01308,0.012591,0.000759,0.1095,0.0019,-0.066355,-0.039936,-0.086169,GEN
MRVL,binance,aster,8.0,8.0,89.708333,0.004711,0.003186,0.007577,0.505495,0.0,0.0,0.0,0.586957,0.456522,19,2,7,-0.001641,-7e-06,2e-06,0.00017,2.9e-05,0.270804,0.0018,-0.042218,-0.017189,-0.323789,E2
MRVL,aster,bitget,8.0,8.0,89.708333,-0.003507,-0.005242,-0.011362,0.197802,0.010989,0.0,0.0,0.222222,0.166667,14,1,4,-0.046338,-0.000161,-0.000174,0.001514,6.2e-05,0.0,0.002,-0.055649,-0.02784,,E2
MRVL,bybit,aster,8.0,8.0,89.708333,0.001597,0.004483,0.006647,0.461538,0.021978,0.0,0.0,0.642857,0.380952,15,2,8,0.002944,-0.000129,-6.3e-05,0.001824,0.000149,0.253022,0.0019,-0.047938,-0.021519,-0.345153,E2
MRVL,binance,bitget,8.0,8.0,89.708333,0.001204,-0.002055,-0.003785,0.351648,0.010989,0.0,0.0,0.4375,0.25,18,1,5,-0.000159,-0.000168,-0.000172,0.000652,5.2e-05,0.270804,0.0022,-0.056153,-0.025562,,E2
MRVL,binance,bybit,8.0,8.0,89.708333,0.003113,-0.001297,0.00093,0.494505,0.010989,0.010989,0.0,0.6,0.422222,18,2,5,0.003105,0.000122,6.5e-05,0.002036,0.000152,0.017783,0.0021,-0.051637,-0.022437,-0.380137,E2
MRVL,bybit,bitget,8.0,8.0,89.708333,-0.001909,-0.000759,-0.004715,0.373626,0.032967,0.0,0.0,0.529412,0.323529,16,2,7,-0.000997,-0.00029,-0.000237,0.002051,0.00016,0.253022,0.0023,-0.061873,-0.029892,-0.421659,E2
MSFT,aster,binance,8.0,8.0,89.708333,-0.001906,0.002189,0.004691,0.054945,0.0,0.0,0.0,0.2,0.0,4,1,2,0.0,0.00014,0.000146,0.00067,2.9e-05,0.0,0.0018,-0.048835,-0.023806,,E2
MSFT,aster,bitget,8.0,8.0,89.708333,-0.000888,-0.000254,-0.000544,0.175824,0.0,0.0,0.0,0.4375,0.4375,9,2,4,0.002135,3.5e-05,3.8e-05,0.00035,2.1e-05,0.0,0.002,-0.053031,-0.025222,-0.365888,E2
MSFT,aster,bybit,8.0,8.0,89.708333,-0.001793,0.004593,0.000703,0.230769,0.0,0.0,0.0,0.52381,0.380952,10,1,9,0.000342,0.000234,0.000232,0.001124,4.7e-05,0.0,0.0019,-0.051329,-0.02491,,E2
MSFT,binance,bitget,8.0,8.0,89.708333,0.001018,-0.002443,-0.005235,0.285714,0.0,0.0,0.0,0.5,0.384615,13,2,5,-0.003156,-0.000105,-0.000107,0.000325,3.6e-05,0.0,0.0022,-0.05634,-0.025749,-0.400482,E2
MSFT,binance,bybit,8.0,8.0,89.708333,0.000113,0.002404,-0.003988,0.351648,0.0,0.0,0.0,0.40625,0.375,19,1,9,-0.004326,9.4e-05,8.6e-05,0.000507,4.9e-05,0.0,0.0021,-0.054637,-0.025437,,E2
MSFT,bitget,bybit,8.0,8.0,89.708333,-0.000905,0.004847,0.001247,0.373626,0.0,0.0,0.0,0.588235,0.411765,14,2,9,0.001232,0.0002,0.000193,0.001108,5e-05,0.0,0.0023,-0.060869,-0.028888,-0.420655,E2
MSTR,binance,aster,8.0,8.0,89.708333,0.001838,0.001492,0.003463,0.538462,0.0,0.0,0.0,0.530612,0.44898,23,1,7,-0.000201,-7.6e-05,-7.9e-05,0.000267,2.5e-05,0.015637,0.0018,-0.045091,-0.020062,,E2
MSTR,aster,bitget,8.0,8.0,89.708333,0.006855,-0.001158,-0.006296,0.43956,0.010989,0.0,0.0,0.45,0.5,22,2,6,0.007701,-0.000267,-0.000201,0.000242,6.5e-05,0.0,0.002,-0.045288,-0.017478,-0.358145,E2
MSTR,aster,bybit,8.0,8.0,89.708333,-0.003326,-0.003351,-0.009449,0.351648,0.0,0.0,0.0,0.46875,0.46875,17,2,5,0.002015,6.5e-05,7.1e-05,0.001054,8.2e-05,0.0,0.0019,-0.052862,-0.026443,-0.350076,E2
MSTR,binance,bitget,8.0,8.0,89.708333,0.008693,0.000334,-0.002834,0.582418,0.010989,0.0,0.0,0.54717,0.584906,24,2,6,0.001066,-0.000343,-0.00028,0.000263,7.7e-05,0.015637,0.0022,-0.048664,-0.018074,-0.392807,E2
MSTR,binance,bybit,8.0,8.0,89.708333,-0.001489,-0.001859,-0.005987,0.494505,0.0,0.0,0.0,0.466667,0.466667,24,1,7,0.001969,-1e-05,-8e-06,0.000826,8.1e-05,0.015637,0.0021,-0.056239,-0.027039,,E2
MSTR,bitget,bybit,8.0,8.0,89.708333,-0.010182,-0.002193,-0.003153,0.175824,0.0,0.0,0.0,0.1875,0.125,13,1,3,0.004494,0.000332,0.000272,0.002712,0.000101,0.0,0.0023,-0.070146,-0.038165,,E2
MU,binance,bitget,8.0,8.0,89.708333,0.001793,-0.003096,-0.004218,0.395604,0.0,0.0,0.0,0.555556,0.416667,16,1,9,-4.9e-05,-0.000208,-0.000219,0.000458,4.9e-05,0.0,0.0022,-0.055564,-0.024973,,E2
MU,binance,bybit,8.0,8.0,89.708333,-0.001328,-0.000926,-0.001292,0.494505,0.010989,0.0,0.0,0.688889,0.6,14,2,12,-0.002052,2.7e-05,9e-06,0.001868,0.000153,0.0,0.0021,-0.056078,-0.026878,-0.384578,E2
MU,bitget,bybit,8.0,8.0,89.708333,-0.003121,0.00217,0.002926,0.483516,0.010989,0.0,0.0,0.590909,0.590909,18,2,6,0.000678,0.000235,0.000228,0.001984,0.000161,0.0,0.0023,-0.063086,-0.031105,-0.422871,E2
MUU,binance,aster,8.0,8.0,23.375,-0.006651,-0.006477,-0.009963,0.166667,0.0,0.0,0.0,0.0,0.25,4,1,1,0.0,-0.00075,-0.000589,0.000444,4.2e-05,0.047611,0.0018,-0.053579,-0.028551,,E2
MUU,aster,bitget,8.0,8.0,23.375,-0.000601,-0.000585,-0.000801,0.25,0.0,0.0,0.0,0.5,0.166667,3,1,4,0.002564,0.000266,0.000423,0.00021,5.2e-05,0.0,0.002,-0.052744,-0.024934,,E2
MUU,aster,bybit,8.0,8.0,23.375,0.001414,0.001377,0.003007,0.333333,0.0,0.0,0.0,0.5,0.0,4,2,3,0.004531,0.000671,0.000716,0.000196,5e-05,0.0,0.0019,-0.048122,-0.021703,-0.345336,E2
MUU,binance,bitget,8.0,8.0,47.041667,0.001751,-0.006161,-0.010765,0.375,0.0,0.0,0.0,0.333333,0.166667,12,1,3,-0.000969,-0.000638,-0.000492,0.000615,7.7e-05,0.047611,0.0022,-0.055606,-0.025016,,E2
MUU,binance,bybit,8.0,8.0,47.041667,0.006937,-0.001605,-0.006956,0.416667,0.020833,0.0,0.0,0.5,0.4,10,2,6,-0.001464,-0.000734,-0.000555,0.000354,9.1e-05,0.047611,0.0021,-0.047813,-0.018613,-0.376313,E2
MUU,bitget,bybit,8.0,8.0,47.041667,0.005186,0.004556,0.003809,0.395833,0.020833,0.0,0.0,0.526316,0.315789,9,1,6,-0.0071,-9.6e-05,-6.3e-05,0.000369,9.7e-05,0.0,0.0023,-0.054778,-0.022797,,E2
NATGAS,aster,binance,4.0,4.0,89.875,-0.001784,-0.001845,-0.004488,0.21978,0.0,0.0,0.0,0.4,0.25,12,2,2,0.0,9.1e-05,0.000103,0.00062,3.9e-05,0.0,0.0018,-0.048713,-0.023684,-0.330284,E2
NATGAS,bitget,aster,4.0,4.0,89.875,-0.005337,0.039349,0.033223,0.351648,0.021978,0.0,0.0,0.59375,0.65625,13,2,5,0.010494,0.00084,0.000737,0.004892,0.000326,0.28689,0.002,-0.05748,-0.029671,-0.370337,E2
NATGAS,bitget,binance,4.0,4.0,89.875,-0.007122,0.037504,0.028735,0.384615,0.021978,0.0,0.0,0.6,0.628571,14,2,5,0.006397,0.000931,0.000841,0.00536,0.000319,0.28689,0.0022,-0.064479,-0.033888,-0.408622,E2
NBIS,aster,binance,8.0,8.0,89.708333,0.000683,0.002088,0.001229,0.285714,0.0,0.0,0.0,0.423077,0.307692,15,1,5,-0.001212,6.1e-05,5.1e-05,0.000315,2.4e-05,0.0,0.0018,-0.046245,-0.021217,,E2
NBIS,aster,bitget,8.0,8.0,89.708333,0.009498,0.006623,-0.003126,0.450549,0.010989,0.0,0.0,0.560976,0.487805,18,2,8,-0.002999,-0.000125,-7e-05,0.000218,8.7e-05,0.0,0.002,-0.042645,-0.014835,-0.355502,E2
NBIS,aster,bybit,8.0,8.0,89.708333,-0.006573,-5.4e-05,-0.010197,0.340659,0.021978,0.0,0.0,0.419355,0.193548,18,2,4,-0.008107,0.000263,0.000229,0.002028,0.000115,0.0,0.0019,-0.056109,-0.02969,-0.353323,E2
NBIS,binance,bitget,8.0,8.0,89.708333,0.008815,0.004535,-0.004355,0.461538,0.010989,0.0,0.0,0.547619,0.5,19,1,10,0.000348,-0.000186,-0.000121,0.000313,8.1e-05,0.0,0.0022,-0.048542,-0.017952,,E2
NBIS,binance,bybit,8.0,8.0,89.708333,-0.007257,-0.002142,-0.011426,0.32967,0.010989,0.0,0.0,0.5,0.166667,15,2,4,-0.005724,0.000202,0.000179,0.001895,0.000103,0.0,0.0021,-0.062007,-0.032807,-0.390507,E2
NBIS,bitget,bybit,8.0,8.0,89.708333,-0.016071,-0.006677,-0.007071,0.252747,0.010989,0.0,0.0,0.347826,0.130435,15,1,3,-0.001043,0.000388,0.0003,0.004254,0.000115,0.0,0.0023,-0.076035,-0.044055,,E2
NEAR,aster,binance,8.0,8.0,89.708333,0.007421,0.005463,0.007312,0.846154,0.0,0.0,0.0,0.857143,0.753247,11,4,26,-2.3e-05,-5.6e-05,-6.3e-05,7e-06,1.7e-05,0.0,0.0018,-0.039507,-0.014479,-0.156829,GEN
NEAR,aster,bitget,8.0,8.0,89.708333,0.003621,0.001219,0.002771,0.549451,0.0,0.0,0.0,0.7,0.58,15,2,15,0.000488,-7.2e-05,-7.2e-05,2.3e-05,1.7e-05,0.0,0.002,-0.048521,-0.020712,-0.361379,GEN
NEAR,aster,bybit,8.0,8.0,89.708333,0.00724,0.004258,0.004489,0.802198,0.0,0.0,0.0,0.835616,0.739726,12,3,24,-9.2e-05,-7.5e-05,-7.3e-05,2.1e-05,2.2e-05,0.0,0.0019,-0.042295,-0.015876,-0.223926,GEN
NEAR,aster,dydx,8.0,1.0,41.583333,0.013094,0.013457,0.013946,0.976744,0.0,0.0,0.0,0.97619,0.833333,1,42,42,6.4e-05,0.000101,0.000163,1.2e-05,1.2e-05,0.1095,0.0018,-0.033834,-0.008806,-0.002548,GEN
NEAR,aster,hl,8.0,1.0,89.708333,-0.113121,-0.154111,-0.22399,0.010989,0.0,0.0,0.0,0.0,0.0,1,1,1,0.0,-0.0011,-0.001119,0.027803,0.00028,0.0,0.0017,-0.157443,-0.133805,,GEN
NEAR,binance,bitget,8.0,8.0,89.708333,-0.0038,-0.004244,-0.004541,0.164835,0.0,0.0,0.0,0.266667,0.266667,11,1,5,-4e-06,-1.7e-05,-1e-05,0.000949,1.6e-05,0.0,0.0022,-0.061157,-0.030566,,GEN
NEAR,binance,bybit,8.0,8.0,89.708333,-0.000181,-0.001205,-0.002823,0.43956,0.0,0.0,0.0,0.55,0.45,18,2,6,0.00116,-1.9e-05,-1.1e-05,0.000177,1.9e-05,0.0,0.0021,-0.054931,-0.025731,-0.383431,GEN
NEAR,binance,dydx,8.0,1.0,41.583333,0.007243,0.007994,0.006634,0.767442,0.0,0.0,0.0,0.787879,0.666667,7,4,10,-0.000353,4.1e-05,0.00016,3.1e-05,1.8e-05,0.1095,0.002,-0.0449,-0.01709,-0.175257,GEN
NEAR,binance,hl,8.0,1.0,89.708333,-0.120543,-0.159574,-0.231301,0.010989,0.0,0.0,0.0,0.0,0.0,1,1,1,0.0,-0.001045,-0.001056,0.029626,0.000279,0.0,0.0019,-0.170078,-0.143659,,GEN
NEAR,bitget,bybit,8.0,8.0,89.708333,0.003619,0.003039,0.001718,0.659341,0.0,0.0,0.0,0.733333,0.55,16,3,13,0.000521,-3e-06,-1e-06,7.8e-05,2.1e-05,0.0,0.0023,-0.056345,-0.024364,-0.276214,GEN
NEAR,bitget,dydx,8.0,1.0,41.583333,0.01169,0.012238,0.011175,0.953488,0.0,0.0,0.0,0.95122,0.804878,2,32,32,-0.000137,4.1e-05,0.000116,2.7e-05,1.1e-05,0.1095,0.0022,-0.045668,-0.015077,-0.013404,GEN
NEAR,bitget,hl,8.0,1.0,89.708333,-0.116743,-0.15533,-0.226761,0.010989,0.0,0.0,0.0,0.0,0.0,1,1,1,0.0,-0.001028,-0.001046,0.028693,0.00028,0.0,0.0021,-0.171493,-0.142293,,GEN
NEAR,bybit,dydx,8.0,1.0,41.583333,0.008558,0.009199,0.009457,0.883721,0.0,0.0,0.0,0.894737,0.736842,4,12,13,-0.00043,0.000121,0.000212,3e-05,1.7e-05,0.1095,0.0021,-0.046192,-0.016992,-0.055317,GEN
NEAR,bybit,hl,8.0,1.0,89.708333,-0.120362,-0.158369,-0.228479,0.010989,0.0,0.0,0.0,0.0,0.0,1,1,1,0.0,-0.001025,-0.001045,0.029582,0.000279,0.0,0.002,-0.172505,-0.144695,,GEN
NEAR,hl,dydx,1.0,1.0,41.666667,0.146051,0.167873,0.238587,0.976744,0.465116,0.069767,0.0,0.952381,0.809524,2,34,34,0.010195,0.004161,0.004941,0.000192,0.000397,0.1095,0.0019,0.096515,0.122934,0.125654,GEN
NVDA,aster,binance,8.0,8.0,89.708333,-0.00202,-0.000641,-0.001373,0.087912,0.0,0.0,0.0,0.375,0.0,5,1,3,-0.001542,2.9e-05,-1.7e-05,0.000774,3e-05,0.0,0.0018,-0.048948,-0.02392,,E2
NVDA,aster,bitget,8.0,8.0,89.708333,0.001555,-0.00044,-0.001095,0.296703,0.0,0.0,0.0,0.592593,0.37037,11,2,5,0.001667,-8e-05,-9.3e-05,0.000153,2e-05,0.0,0.002,-0.050588,-0.022779,-0.363445,E2
NVDA,aster,bybit,8.0,8.0,89.708333,-0.002093,-0.001989,-0.001287,0.230769,0.0,0.0,0.0,0.428571,0.095238,12,1,5,-0.001057,3.3e-05,1.6e-05,0.000687,4.3e-05,0.0,0.0019,-0.051629,-0.02521,,E2
NVDA,binance,bitget,8.0,8.0,89.708333,0.003575,0.000201,0.000278,0.362637,0.0,0.0,0.0,0.606061,0.545455,13,2,5,0.001013,-0.000109,-7.6e-05,0.000146,3.1e-05,0.0,0.0022,-0.053783,-0.023192,-0.397925,E2
NVDA,binance,bybit,8.0,8.0,89.708333,-7.4e-05,-0.001349,8.6e-05,0.373626,0.0,0.0,0.0,0.558824,0.382353,15,2,6,0.000349,4e-06,3.3e-05,0.000296,4.5e-05,0.0,0.0021,-0.054824,-0.025624,-0.383324,E2
NVDA,bitget,bybit,8.0,8.0,89.708333,-0.003648,-0.00155,-0.000192,0.186813,0.0,0.0,0.0,0.470588,0.058824,9,1,5,0.00138,0.000113,0.000109,0.001013,4.5e-05,0.0,0.0023,-0.063612,-0.031631,,E2
ONDO,aster,binance,4.0,4.0,89.875,0.018749,0.014511,0.012865,0.923077,0.0,0.0,0.0,0.952381,0.857143,4,30,48,-0.000407,-0.000209,-0.000209,5.2e-05,4.4e-05,0.046209,0.0018,-0.02818,-0.003151,-0.003151,GEN
ONDO,aster,bitget,4.0,4.0,89.875,0.003437,0.001785,0.003741,0.494505,0.0,0.0,0.0,0.555556,0.444444,20,2,8,-0.002358,-0.000162,-0.000201,0.000334,4.9e-05,0.0,0.002,-0.048705,-0.020896,-0.361563,GEN
ONDO,aster,bybit,4.0,4.0,89.875,0.013239,0.011273,0.012271,0.736264,0.0,0.0,0.0,0.761194,0.61194,16,3,12,-0.00155,-0.000112,-0.000137,0.000106,4.7e-05,0.137335,0.0019,-0.036297,-0.009877,-0.217927,GEN
ONDO,dydx,aster,1.0,4.0,41.583333,0.38578,0.442184,0.82239,0.860465,0.627907,0.348837,0.093023,0.864865,0.72973,5,6,13,-0.029225,0.017662,0.019121,0.000197,0.001504,0.540578,0.0018,0.338852,0.36388,0.27628,GEN
ONDO,aster,hl,4.0,1.0,89.875,-0.078067,-0.116092,-0.175694,0.087912,0.021978,0.0,0.0,0.5,0.0,4,3,3,0.012044,-0.001112,-0.001255,0.019752,0.000263,0.0,0.0017,-0.122388,-0.09875,-0.2849,GEN
ONDO,bitget,binance,4.0,4.0,89.875,0.015311,0.012726,0.009124,0.846154,0.0,0.0,0.0,0.857143,0.805195,11,2,32,0.000369,-4.6e-05,-7e-06,0.000205,5.1e-05,0.046209,0.0022,-0.042046,-0.011455,-0.386189,GEN
ONDO,binance,bybit,4.0,4.0,89.875,-0.00551,-0.003238,-0.000594,0.373626,0.0,0.0,0.0,0.470588,0.323529,18,1,5,0.003231,9.6e-05,7.2e-05,0.001438,4.6e-05,0.091126,0.0021,-0.06026,-0.03106,,GEN
ONDO,dydx,binance,1.0,4.0,41.583333,0.39881,0.456695,0.835256,0.930233,0.651163,0.372093,0.093023,0.925,0.775,3,14,25,-0.008215,0.017821,0.019374,0.000102,0.001497,0.586787,0.002,0.346667,0.374476,0.346667,GEN
ONDO,hl,binance,1.0,4.0,89.875,0.096816,0.130603,0.188559,0.934066,0.208791,0.021978,0.0,0.952941,0.882353,4,31,38,0.003608,0.000903,0.001046,0.000568,0.000249,0.046209,0.0019,0.04728,0.073699,0.074445,GEN
ONDO,bitget,bybit,4.0,4.0,89.875,0.009802,0.009487,0.00853,0.659341,0.0,0.0,0.0,0.683333,0.666667,19,2,16,1.5e-05,5e-05,6.5e-05,0.000148,4.9e-05,0.137335,0.0023,-0.050163,-0.018182,-0.409948,GEN
ONDO,dydx,bitget,1.0,4.0,41.583333,0.386526,0.443969,0.826132,0.883721,0.627907,0.348837,0.093023,0.894737,0.736842,4,13,20,-0.002244,0.01786,0.019172,0.000155,0.001502,0.540578,0.0022,0.329169,0.359759,0.324757,GEN
